"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"ERX1264383","Illumina HiSeq 2000 sequencing; Analysis of coronavirus and infected host-cell gene expression through RNA sequencing and ribosome profiling","Mus musculus","Illumina HiSeq 2000","","ERP013565","Analysis of coronavirus and infected host-cell gene expression through RNA sequencing and ribosome profiling","ERS1016075","","1145.69","1","54398154","1665685103","Sample 27","OTHER","TRANSCRIPTOMIC","other"
"ERX1264382","Illumina HiSeq 2000 sequencing; Analysis of coronavirus and infected host-cell gene expression through RNA sequencing and ribosome profiling","Mus musculus","Illumina HiSeq 2000","","ERP013565","Analysis of coronavirus and infected host-cell gene expression through RNA sequencing and ribosome profiling","ERS1016074","","1339.14","1","63008359","1879252598","Sample 26","OTHER","TRANSCRIPTOMIC","other"
"ERX1264381","Illumina HiSeq 2000 sequencing; Analysis of coronavirus and infected host-cell gene expression through RNA sequencing and ribosome profiling","Mus musculus","Illumina HiSeq 2000","","ERP013565","Analysis of coronavirus and infected host-cell gene expression through RNA sequencing and ribosome profiling","ERS1016073","","1185.49","1","53368431","1671809961","Sample 25","OTHER","TRANSCRIPTOMIC","other"
"ERX1264380","Illumina HiSeq 2000 sequencing; Analysis of coronavirus and infected host-cell gene expression through RNA sequencing and ribosome profiling","Mus musculus","Illumina HiSeq 2000","","ERP013565","Analysis of coronavirus and infected host-cell gene expression through RNA sequencing and ribosome profiling","ERS1016072","","1021.45","1","47426381","1463185679","Sample 24","OTHER","TRANSCRIPTOMIC","other"
"ERX1264379","Illumina HiSeq 2000 sequencing; Analysis of coronavirus and infected host-cell gene expression through RNA sequencing and ribosome profiling","Mus musculus","Illumina HiSeq 2000","","ERP013565","Analysis of coronavirus and infected host-cell gene expression through RNA sequencing and ribosome profiling","ERS1016071","","1192.64","1","55458988","1762359654","Sample 23","OTHER","TRANSCRIPTOMIC","other"
"ERX1264378","Illumina HiSeq 2000 sequencing; Analysis of coronavirus and infected host-cell gene expression through RNA sequencing and ribosome profiling","Mus musculus","Illumina HiSeq 2000","","ERP013565","Analysis of coronavirus and infected host-cell gene expression through RNA sequencing and ribosome profiling","ERS1016070","","1026.85","1","48048678","1464094378","Sample 22","OTHER","TRANSCRIPTOMIC","other"
"ERX1264377","Illumina HiSeq 2000 sequencing; Analysis of coronavirus and infected host-cell gene expression through RNA sequencing and ribosome profiling","Mus musculus","Illumina HiSeq 2000","","ERP013565","Analysis of coronavirus and infected host-cell gene expression through RNA sequencing and ribosome profiling","ERS1016069","","899.68","1","43109202","1310217152","Sample 21","OTHER","TRANSCRIPTOMIC","other"
"ERX1264376","Illumina HiSeq 2000 sequencing; Analysis of coronavirus and infected host-cell gene expression through RNA sequencing and ribosome profiling","Mus musculus","Illumina HiSeq 2000","","ERP013565","Analysis of coronavirus and infected host-cell gene expression through RNA sequencing and ribosome profiling","ERS1016068","","837.47","1","39413642","1197490271","Sample 20","OTHER","TRANSCRIPTOMIC","other"
"ERX1264375","Illumina HiSeq 2000 sequencing; Analysis of coronavirus and infected host-cell gene expression through RNA sequencing and ribosome profiling","Mus musculus","Illumina HiSeq 2000","","ERP013565","Analysis of coronavirus and infected host-cell gene expression through RNA sequencing and ribosome profiling","ERS1016067","","1016.58","1","48420348","1429402558","Sample 2","OTHER","TRANSCRIPTOMIC","other"
"ERX1264374","Illumina HiSeq 2000 sequencing; Analysis of coronavirus and infected host-cell gene expression through RNA sequencing and ribosome profiling","Mus musculus","Illumina HiSeq 2000","","ERP013565","Analysis of coronavirus and infected host-cell gene expression through RNA sequencing and ribosome profiling","ERS1016066","","1298","1","59543450","1840946911","Sample 19","OTHER","TRANSCRIPTOMIC","other"
"ERX1264373","Illumina HiSeq 2000 sequencing; Analysis of coronavirus and infected host-cell gene expression through RNA sequencing and ribosome profiling","Mus musculus","Illumina HiSeq 2000","","ERP013565","Analysis of coronavirus and infected host-cell gene expression through RNA sequencing and ribosome profiling","ERS1016065","","1520.95","1","68575621","2149386138","Sample 18","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"ERX1264372","Illumina HiSeq 2000 sequencing; Analysis of coronavirus and infected host-cell gene expression through RNA sequencing and ribosome profiling","Mus musculus","Illumina HiSeq 2000","","ERP013565","Analysis of coronavirus and infected host-cell gene expression through RNA sequencing and ribosome profiling","ERS1016064","","1737.72","1","80591061","2475034240","Sample 17","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"ERX1264371","Illumina HiSeq 2000 sequencing; Analysis of coronavirus and infected host-cell gene expression through RNA sequencing and ribosome profiling","Mus musculus","Illumina HiSeq 2000","","ERP013565","Analysis of coronavirus and infected host-cell gene expression through RNA sequencing and ribosome profiling","ERS1016063","","1466.48","1","62940694","2061757111","Sample 16","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"ERX1264370","Illumina HiSeq 2000 sequencing; Analysis of coronavirus and infected host-cell gene expression through RNA sequencing and ribosome profiling","Mus musculus","Illumina HiSeq 2000","","ERP013565","Analysis of coronavirus and infected host-cell gene expression through RNA sequencing and ribosome profiling","ERS1016062","","1501.88","1","67177553","2060926619","Sample 15","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"ERX1264369","Illumina HiSeq 2000 sequencing; Analysis of coronavirus and infected host-cell gene expression through RNA sequencing and ribosome profiling","Mus musculus","Illumina HiSeq 2000","","ERP013565","Analysis of coronavirus and infected host-cell gene expression through RNA sequencing and ribosome profiling","ERS1016061","","1638.42","1","75097651","2293097872","Sample 14","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"ERX1264368","Illumina HiSeq 2000 sequencing; Analysis of coronavirus and infected host-cell gene expression through RNA sequencing and ribosome profiling","Mus musculus","Illumina HiSeq 2000","","ERP013565","Analysis of coronavirus and infected host-cell gene expression through RNA sequencing and ribosome profiling","ERS1016060","","1856.42","1","84955423","2627276298","Sample 13","RNA-Seq","TRANSCRIPTOMIC","RANDOM"
"ERX1264367","Illumina HiSeq 2000 sequencing; Analysis of coronavirus and infected host-cell gene expression through RNA sequencing and ribosome profiling","Mus musculus","Illumina HiSeq 2000","","ERP013565","Analysis of coronavirus and infected host-cell gene expression through RNA sequencing and ribosome profiling","ERS1016059","","1735.28","1","78497711","2489092061","Sample 12","OTHER","TRANSCRIPTOMIC","other"
"ERX1264366","Illumina HiSeq 2000 sequencing; Analysis of coronavirus and infected host-cell gene expression through RNA sequencing and ribosome profiling","Mus musculus","Illumina HiSeq 2000","","ERP013565","Analysis of coronavirus and infected host-cell gene expression through RNA sequencing and ribosome profiling","ERS1016058","","1207.91","1","54474851","1713994365","Sample 11","OTHER","TRANSCRIPTOMIC","other"
"ERX1264365","Illumina HiSeq 2000 sequencing; Analysis of coronavirus and infected host-cell gene expression through RNA sequencing and ribosome profiling","Mus musculus","Illumina HiSeq 2000","","ERP013565","Analysis of coronavirus and infected host-cell gene expression through RNA sequencing and ribosome profiling","ERS1016057","","1257.7","1","55544297","1779600908","Sample 10","OTHER","TRANSCRIPTOMIC","other"
"ERX1264364","Illumina HiSeq 2000 sequencing; Analysis of coronavirus and infected host-cell gene expression through RNA sequencing and ribosome profiling","Mus musculus","Illumina HiSeq 2000","","ERP013565","Analysis of coronavirus and infected host-cell gene expression through RNA sequencing and ribosome profiling","ERS1016056","","827.92","1","38883498","1161289538","Sample 1","OTHER","TRANSCRIPTOMIC","other"
"SRX1559784","GSM2054401: Ribo-Seq LPSDEX30min_Rep2; Mus musculus; RNA-Seq","Mus musculus","Ion Torrent PGM","GEO","SRP045893","Genome-wide translational analysis of RAW264 macrophages by ribosome profiling","SRS1274459","","120.26","1","4573209","145001476","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1559783","GSM2054400: Ribo-Seq LPSDEX30min_Rep1; Mus musculus; RNA-Seq","Mus musculus","Ion Torrent PGM","GEO","SRP045893","Genome-wide translational analysis of RAW264 macrophages by ribosome profiling","SRS1274460","","127.71","1","4833393","155942188","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1559782","GSM2054399: Ribo-Seq LPS30min_Rep2; Mus musculus; RNA-Seq","Mus musculus","Ion Torrent PGM","GEO","SRP045893","Genome-wide translational analysis of RAW264 macrophages by ribosome profiling","SRS1274461","","86.99","1","3061482","101250705","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1559781","GSM2054398: Ribo-Seq LPS30min_Rep1; Mus musculus; RNA-Seq","Mus musculus","Ion Torrent PGM","GEO","SRP045893","Genome-wide translational analysis of RAW264 macrophages by ribosome profiling","SRS1274462","","84.76","1","3139362","101823347","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1559780","GSM2054397: Ribo-Seq Basal_Rep2; Mus musculus; RNA-Seq","Mus musculus","Ion Torrent PGM","GEO","SRP045893","Genome-wide translational analysis of RAW264 macrophages by ribosome profiling","SRS1274463","","98.57","1","3543247","115986480","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1559779","GSM2054396: Ribo-Seq Basal_Rep1; Mus musculus; RNA-Seq","Mus musculus","Ion Torrent PGM","GEO","SRP045893","Genome-wide translational analysis of RAW264 macrophages by ribosome profiling","SRS1274464","","112.26","1","4064971","133403341","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1559778","GSM2054395: mRNA-Seq LPSDEX30min_Rep2; Mus musculus; RNA-Seq","Mus musculus","Ion Torrent PGM","GEO","SRP045893","Genome-wide translational analysis of RAW264 macrophages by ribosome profiling","SRS1274465","","99.89","1","3640714","117233727","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1559777","GSM2054394: mRNA-Seq LPSDEX30min_Rep1; Mus musculus; RNA-Seq","Mus musculus","Ion Torrent PGM","GEO","SRP045893","Genome-wide translational analysis of RAW264 macrophages by ribosome profiling","SRS1274466","","120.4","1","4143830","141491688","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1559776","GSM2054393: mRNA-Seq LPS30min_Rep2; Mus musculus; RNA-Seq","Mus musculus","Ion Torrent PGM","GEO","SRP045893","Genome-wide translational analysis of RAW264 macrophages by ribosome profiling","SRS1274467","","99.11","1","3695111","114719552","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1559775","GSM2054392: mRNA-Seq LPS30min_Rep1; Mus musculus; RNA-Seq","Mus musculus","Ion Torrent PGM","GEO","SRP045893","Genome-wide translational analysis of RAW264 macrophages by ribosome profiling","SRS1274468","","79.13","1","2830509","91762852","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1559774","GSM2054391: mRNA-Seq Basal_Rep2; Mus musculus; RNA-Seq","Mus musculus","Ion Torrent PGM","GEO","SRP045893","Genome-wide translational analysis of RAW264 macrophages by ribosome profiling","SRS1274469","","97.83","1","3889838","116402247","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1559773","GSM2054390: mRNA-Seq Basal_Rep1; Mus musculus; RNA-Seq","Mus musculus","Ion Torrent PGM","GEO","SRP045893","Genome-wide translational analysis of RAW264 macrophages by ribosome profiling","SRS1274470","","128.28","1","3992851","155285911","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX1489509","GSM1974455: global riboseq replicate 2; Saccharomyces cerevisiae; OTHER","Saccharomyces cerevisiae","Illumina HiSeq 2000","GEO","SRP067514","Redefining the translational status of 80S monosomes","SRS1211545","","753.53","1","24955817","1247790850","","OTHER","TRANSCRIPTOMIC","other"
"SRX1489508","GSM1974454: global riboseq replicate 1; Saccharomyces cerevisiae; OTHER","Saccharomyces cerevisiae","Illumina HiSeq 2000","GEO","SRP067514","Redefining the translational status of 80S monosomes","SRS1211547","","776.52","1","26409935","1320496750","","OTHER","TRANSCRIPTOMIC","other"
"SRX1489507","GSM1974453: polysome riboseq replicate 2; Saccharomyces cerevisiae; OTHER","Saccharomyces cerevisiae","Illumina HiSeq 2000","GEO","SRP067514","Redefining the translational status of 80S monosomes","SRS1211546","","736.63","1","24737947","1236897350","","OTHER","TRANSCRIPTOMIC","other"
"SRX1489506","GSM1974452: polysome riboseq replicate 1; Saccharomyces cerevisiae; OTHER","Saccharomyces cerevisiae","Illumina HiSeq 2000","GEO","SRP067514","Redefining the translational status of 80S monosomes","SRS1211548","","757.63","1","24930954","1246547700","","OTHER","TRANSCRIPTOMIC","other"
"SRX1489505","GSM1974451: monosome riboseq replicate 2; Saccharomyces cerevisiae; OTHER","Saccharomyces cerevisiae","Illumina HiSeq 2000","GEO","SRP067514","Redefining the translational status of 80S monosomes","SRS1211549","","713.07","1","24208026","1210401300","","OTHER","TRANSCRIPTOMIC","other"
"SRX1489504","GSM1974450: monosome riboseq replicate 1; Saccharomyces cerevisiae; OTHER","Saccharomyces cerevisiae","Illumina HiSeq 2000","GEO","SRP067514","Redefining the translational status of 80S monosomes","SRS1211550","","614.36","1","20695416","1034770800","","OTHER","TRANSCRIPTOMIC","other"
"ERX558439","Illumina HiSeq 2000 sequencing; Examples of ribosome profiling in chlamydomonas and mouse","Mus musculus","Illumina HiSeq 2000","DEPARTMENT OF PLANT SCIENCES UNIVERSITY OF CAMBRID","ERP006983","Examples of ribosome profiling in chlamydomonas and mouse","ERS543673","","1277.26","1","38543800","1965733800","MusMus-RiboSeq","RNA-Seq","TRANSCRIPTOMIC","size fractionation"
"ERX558438","Illumina HiSeq 2000 sequencing; Examples of ribosome profiling in chlamydomonas and mouse","Chlamydomonas reinhardtii","Illumina HiSeq 2000","DEPARTMENT OF PLANT SCIENCES UNIVERSITY OF CAMBRID","ERP006983","Examples of ribosome profiling in chlamydomonas and mouse","ERS543672","","797.64","1","26028360","1275389640","Chlamy-RiboSeq-WT-2","RNA-Seq","TRANSCRIPTOMIC","size fractionation"
"SRX1118880","Ribo-Seq (MEF, heatshock, YTHDF2 knockdown)","Mus musculus","Illumina HiSeq 2000","BioProject","SRP061617","Mus musculus Raw sequence reads","SRS1011527","","2056.27","1","63863613","3065453424","RiboSeq_HS_YTHDF2KD","OTHER","TRANSCRIPTOMIC","size fractionation"
"SRX1118879","Ribo-Seq (MEF, heatshock, FTO knockdown)","Mus musculus","Illumina HiSeq 2000","BioProject","SRP061617","Mus musculus Raw sequence reads","SRS1011527","","1690.5","1","54308229","2606794992","RiboSeq_HS_FTOKD","OTHER","TRANSCRIPTOMIC","size fractionation"
"SRX1118878","Ribo-Seq (MEF, normal, YTHDF2 knockdown)","Mus musculus","Illumina HiSeq 2000","BioProject","SRP061617","Mus musculus Raw sequence reads","SRS1011527","","1859.44","1","56863142","2729430816","RiboSeq_normal_YTHDF2KD","OTHER","TRANSCRIPTOMIC","size fractionation"
"SRX1118877","Ribo-Seq (MEF, normal, FTO knockdown)","Mus musculus","Illumina HiSeq 2000","BioProject","SRP061617","Mus musculus Raw sequence reads","SRS1011527","","1795.03","1","56704498","2721815904","RiboSeq_normal_FTOKD","OTHER","TRANSCRIPTOMIC","size fractionation"
"SRX1118876","Ribo-Seq (MEF, heatshock)","Mus musculus","Illumina HiSeq 2000","BioProject","SRP061617","Mus musculus Raw sequence reads","SRS1011527","","1827.1","1","55461533","2662153584","RiboSeq_HS","OTHER","TRANSCRIPTOMIC","size fractionation"
"SRX1118875","Ribo-Seq (MEF, normal)","Mus musculus","Illumina HiSeq 2000","BioProject","SRP061617","Mus musculus Raw sequence reads","SRS1011527","","1943.25","1","61113549","2933450352","RiboSeq_normal","OTHER","TRANSCRIPTOMIC","size fractionation"
"ERX363953","Illumina HiSeq 2000 sequencing","Trypanosoma brucei","Illumina HiSeq 2000","PASTEUR INSTITUTE PARIS","ERP004122","Comparative ribosome-profiling reveals extensive translational complexity in different Trypanosoma brucei life-cycle stages","ERS385113","","549.04","1","29273025","930302334","NS030_PF_RiboSeq_4C1600_1","RNA-Seq","TRANSCRIPTOMIC","size fractionation"
"ERX363952","Illumina HiSeq 2000 sequencing","Trypanosoma brucei","Illumina HiSeq 2000","PASTEUR INSTITUTE PARIS","ERP004122","Comparative ribosome-profiling reveals extensive translational complexity in different Trypanosoma brucei life-cycle stages","ERS385114","","914.41","1","47993140","1491983051","NS029_PF_RiboSeq_RT1200_1","RNA-Seq","TRANSCRIPTOMIC","size fractionation"
"ERX363950","Illumina HiSeq 2000 sequencing","Trypanosoma brucei","Illumina HiSeq 2000","PASTEUR INSTITUTE PARIS","ERP004122","Comparative ribosome-profiling reveals extensive translational complexity in different Trypanosoma brucei life-cycle stages","ERS385112","","263.31","1","15817255","460218073","NS027_BF_RiboSeq_4C1600_1","RNA-Seq","TRANSCRIPTOMIC","size fractionation"
"ERX363949","Illumina HiSeq 2000 sequencing","Trypanosoma brucei","Illumina HiSeq 2000","PASTEUR INSTITUTE PARIS","ERP004122","Comparative ribosome-profiling reveals extensive translational complexity in different Trypanosoma brucei life-cycle stages","ERS385111","","403.51","1","28439705","811537728","NS026_BF_RiboSeq_RT1200_1","RNA-Seq","TRANSCRIPTOMIC","size fractionation"
"SRX898103","RiboSeq of human: fibroblasts: Sample S4.Riboseq.16","Homo sapiens","Illumina HiSeq 2000","NICHD-phs000645","SRP033881","Loss of cytosine-5 methylation in tRNA triggers stress responses in a disease model for Intellectual Disabilities","SRS863181","","757.26","1","23998071","1199903550","S4.Riboseq.16","OTHER","TRANSCRIPTOMIC","other"
"SRX898102","RiboSeq of human: fibroblasts: Sample S4.Riboseq.15","Homo sapiens","Illumina HiSeq 2000","NICHD-phs000645","SRP033881","Loss of cytosine-5 methylation in tRNA triggers stress responses in a disease model for Intellectual Disabilities","SRS863180","","793.08","1","24773120","1238656000","S4.Riboseq.15","OTHER","TRANSCRIPTOMIC","other"
"SRX898101","RiboSeq of human: fibroblasts: Sample S4.Riboseq.14","Homo sapiens","Illumina HiSeq 2000","NICHD-phs000645","SRP033881","Loss of cytosine-5 methylation in tRNA triggers stress responses in a disease model for Intellectual Disabilities","SRS863185","","774.44","1","24531380","1226569000","S4.Riboseq.14","OTHER","TRANSCRIPTOMIC","other"
"SRX898100","RiboSeq of human: fibroblasts: Sample S4.Riboseq.13","Homo sapiens","Illumina HiSeq 2000","NICHD-phs000645","SRP033881","Loss of cytosine-5 methylation in tRNA triggers stress responses in a disease model for Intellectual Disabilities","SRS863183","","857.84","1","27236276","1361813800","S4.Riboseq.13","OTHER","TRANSCRIPTOMIC","other"
"SRX898095","RiboSeq of human: fibroblasts: Sample S3.Riboseq.9","Homo sapiens","Illumina HiSeq 2000","NICHD-phs000645","SRP033881","Loss of cytosine-5 methylation in tRNA triggers stress responses in a disease model for Intellectual Disabilities","SRS863187","","698.23","1","22776236","1138811800","S3.Riboseq.9","OTHER","TRANSCRIPTOMIC","other"
"SRX898094","RiboSeq of human: fibroblasts: Sample S3.Riboseq.12","Homo sapiens","Illumina HiSeq 2000","NICHD-phs000645","SRP033881","Loss of cytosine-5 methylation in tRNA triggers stress responses in a disease model for Intellectual Disabilities","SRS863189","","698.35","1","22871493","1143574650","S3.Riboseq.12","OTHER","TRANSCRIPTOMIC","other"
"SRX898093","RiboSeq of human: fibroblasts: Sample S3.Riboseq.11","Homo sapiens","Illumina HiSeq 2000","NICHD-phs000645","SRP033881","Loss of cytosine-5 methylation in tRNA triggers stress responses in a disease model for Intellectual Disabilities","SRS863192","","685.71","1","22046898","1102344900","S3.Riboseq.11","OTHER","TRANSCRIPTOMIC","other"
"SRX898092","RiboSeq of human: fibroblasts: Sample S3.Riboseq.10","Homo sapiens","Illumina HiSeq 2000","NICHD-phs000645","SRP033881","Loss of cytosine-5 methylation in tRNA triggers stress responses in a disease model for Intellectual Disabilities","SRS863191","","670.85","1","21960556","1098027800","S3.Riboseq.10","OTHER","TRANSCRIPTOMIC","other"
"SRX898079","RiboSeq of human: fibroblasts: Sample S2.Riboseq2.9","Homo sapiens","Illumina HiSeq 2000","NICHD-phs000645","SRP033881","Loss of cytosine-5 methylation in tRNA triggers stress responses in a disease model for Intellectual Disabilities","SRS863205","","1083.88","1","45375086","1815003440","S2.Riboseq2.9","OTHER","TRANSCRIPTOMIC","other"
"SRX898078","RiboSeq of human: fibroblasts: Sample S2.Riboseq2.8","Homo sapiens","Illumina HiSeq 2000","NICHD-phs000645","SRP033881","Loss of cytosine-5 methylation in tRNA triggers stress responses in a disease model for Intellectual Disabilities","SRS863206","","863.62","1","36480973","1459238920","S2.Riboseq2.8","OTHER","TRANSCRIPTOMIC","other"
"SRX898077","RiboSeq of human: fibroblasts: Sample S2.Riboseq2.7","Homo sapiens","Illumina HiSeq 2000","NICHD-phs000645","SRP033881","Loss of cytosine-5 methylation in tRNA triggers stress responses in a disease model for Intellectual Disabilities","SRS863204","","698.78","1","29780570","1191222800","S2.Riboseq2.7","OTHER","TRANSCRIPTOMIC","other"
"SRX898076","RiboSeq of human: fibroblasts: Sample S2.Riboseq2.6","Homo sapiens","Illumina HiSeq 2000","NICHD-phs000645","SRP033881","Loss of cytosine-5 methylation in tRNA triggers stress responses in a disease model for Intellectual Disabilities","SRS863208","","880.57","1","37539773","1501590920","S2.Riboseq2.6","OTHER","TRANSCRIPTOMIC","other"
"SRX898075","RiboSeq of human: fibroblasts: Sample S2.Riboseq2.5","Homo sapiens","Illumina HiSeq 2000","NICHD-phs000645","SRP033881","Loss of cytosine-5 methylation in tRNA triggers stress responses in a disease model for Intellectual Disabilities","SRS863207","","845.82","1","35850103","1434004120","S2.Riboseq2.5","OTHER","TRANSCRIPTOMIC","other"
"SRX898074","RiboSeq of human: fibroblasts: Sample S2.Riboseq2.4","Homo sapiens","Illumina HiSeq 2000","NICHD-phs000645","SRP033881","Loss of cytosine-5 methylation in tRNA triggers stress responses in a disease model for Intellectual Disabilities","SRS863209","","1030.23","1","42549678","1701987120","S2.Riboseq2.4","OTHER","TRANSCRIPTOMIC","other"
"SRX898073","RiboSeq of human: fibroblasts: Sample S2.Riboseq2.3","Homo sapiens","Illumina HiSeq 2000","NICHD-phs000645","SRP033881","Loss of cytosine-5 methylation in tRNA triggers stress responses in a disease model for Intellectual Disabilities","SRS863210","","960.78","1","40182433","1607297320","S2.Riboseq2.3","OTHER","TRANSCRIPTOMIC","other"
"SRX898072","RiboSeq of human: fibroblasts: Sample S2.Riboseq2.2","Homo sapiens","Illumina HiSeq 2000","NICHD-phs000645","SRP033881","Loss of cytosine-5 methylation in tRNA triggers stress responses in a disease model for Intellectual Disabilities","SRS863211","","779.51","1","32316646","1292665840","S2.Riboseq2.2","OTHER","TRANSCRIPTOMIC","other"
"SRX898071","RiboSeq of human: fibroblasts: Sample S2.Riboseq2.15","Homo sapiens","Illumina HiSeq 2000","NICHD-phs000645","SRP033881","Loss of cytosine-5 methylation in tRNA triggers stress responses in a disease model for Intellectual Disabilities","SRS863212","","1109.4","1","46656030","1866241200","S2.Riboseq2.15","OTHER","TRANSCRIPTOMIC","other"
"SRX898070","RiboSeq of human: fibroblasts: Sample S2.Riboseq2.14","Homo sapiens","Illumina HiSeq 2000","NICHD-phs000645","SRP033881","Loss of cytosine-5 methylation in tRNA triggers stress responses in a disease model for Intellectual Disabilities","SRS863215","","1026.45","1","43259521","1730380840","S2.Riboseq2.14","OTHER","TRANSCRIPTOMIC","other"
"SRX898069","RiboSeq of human: fibroblasts: Sample S2.Riboseq2.13","Homo sapiens","Illumina HiSeq 2000","NICHD-phs000645","SRP033881","Loss of cytosine-5 methylation in tRNA triggers stress responses in a disease model for Intellectual Disabilities","SRS863214","","1005.92","1","42559713","1702388520","S2.Riboseq2.13","OTHER","TRANSCRIPTOMIC","other"
"SRX898068","RiboSeq of human: fibroblasts: Sample S2.Riboseq2.12","Homo sapiens","Illumina HiSeq 2000","NICHD-phs000645","SRP033881","Loss of cytosine-5 methylation in tRNA triggers stress responses in a disease model for Intellectual Disabilities","SRS863213","","565.6","1","23561276","942451040","S2.Riboseq2.12","OTHER","TRANSCRIPTOMIC","other"
"SRX898067","RiboSeq of human: fibroblasts: Sample S2.Riboseq2.11","Homo sapiens","Illumina HiSeq 2000","NICHD-phs000645","SRP033881","Loss of cytosine-5 methylation in tRNA triggers stress responses in a disease model for Intellectual Disabilities","SRS863216","","1222.54","1","50987923","2039516920","S2.Riboseq2.11","OTHER","TRANSCRIPTOMIC","other"
"SRX898066","RiboSeq of human: fibroblasts: Sample S2.Riboseq2.10","Homo sapiens","Illumina HiSeq 2000","NICHD-phs000645","SRP033881","Loss of cytosine-5 methylation in tRNA triggers stress responses in a disease model for Intellectual Disabilities","SRS863217","","891.52","1","36583194","1463327760","S2.Riboseq2.10","OTHER","TRANSCRIPTOMIC","other"
"SRX898065","RiboSeq of human: fibroblasts: Sample S2.Riboseq2.1","Homo sapiens","Illumina HiSeq 2000","NICHD-phs000645","SRP033881","Loss of cytosine-5 methylation in tRNA triggers stress responses in a disease model for Intellectual Disabilities","SRS863218","","994.71","1","41260064","1650402560","S2.Riboseq2.1","OTHER","TRANSCRIPTOMIC","other"
"SRX898064","RiboSeq of human: fibroblasts: Sample S2.Riboseq.8","Homo sapiens","Illumina HiSeq 2000","NICHD-phs000645","SRP033881","Loss of cytosine-5 methylation in tRNA triggers stress responses in a disease model for Intellectual Disabilities","SRS863219","","735.73","1","23365181","1168259050","S2.Riboseq.8","OTHER","TRANSCRIPTOMIC","other"
"SRX898063","RiboSeq of human: fibroblasts: Sample S2.Riboseq.7","Homo sapiens","Illumina HiSeq 2000","NICHD-phs000645","SRP033881","Loss of cytosine-5 methylation in tRNA triggers stress responses in a disease model for Intellectual Disabilities","SRS863220","","757.21","1","23711967","1185598350","S2.Riboseq.7","OTHER","TRANSCRIPTOMIC","other"
"SRX898062","RiboSeq of human: fibroblasts: Sample S2.Riboseq.6","Homo sapiens","Illumina HiSeq 2000","NICHD-phs000645","SRP033881","Loss of cytosine-5 methylation in tRNA triggers stress responses in a disease model for Intellectual Disabilities","SRS863221","","786.53","1","24962227","1248111350","S2.Riboseq.6","OTHER","TRANSCRIPTOMIC","other"
"SRX898061","RiboSeq of human: fibroblasts: Sample S2.Riboseq.5","Homo sapiens","Illumina HiSeq 2000","NICHD-phs000645","SRP033881","Loss of cytosine-5 methylation in tRNA triggers stress responses in a disease model for Intellectual Disabilities","SRS863224","","865.44","1","27552656","1377632800","S2.Riboseq.5","OTHER","TRANSCRIPTOMIC","other"
"SRX898055","RiboSeq of human: fibroblasts: Sample S1.Riboseq.4","Homo sapiens","Illumina HiSeq 2000","NICHD-phs000645","SRP033881","Loss of cytosine-5 methylation in tRNA triggers stress responses in a disease model for Intellectual Disabilities","SRS863228","","688.55","1","22475833","1123791650","S1.Riboseq.4","OTHER","TRANSCRIPTOMIC","other"
"SRX898054","RiboSeq of human: fibroblasts: Sample S1.Riboseq.3","Homo sapiens","Illumina HiSeq 2000","NICHD-phs000645","SRP033881","Loss of cytosine-5 methylation in tRNA triggers stress responses in a disease model for Intellectual Disabilities","SRS863229","","695.81","1","22342200","1117110000","S1.Riboseq.3","OTHER","TRANSCRIPTOMIC","other"
"SRX898053","RiboSeq of human: fibroblasts: Sample S1.Riboseq.2","Homo sapiens","Illumina HiSeq 2000","NICHD-phs000645","SRP033881","Loss of cytosine-5 methylation in tRNA triggers stress responses in a disease model for Intellectual Disabilities","SRS863231","","699.94","1","22859631","1142981550","S1.Riboseq.2","OTHER","TRANSCRIPTOMIC","other"
"SRX898052","RiboSeq of human: fibroblasts: Sample S1.Riboseq.1","Homo sapiens","Illumina HiSeq 2000","NICHD-phs000645","SRP033881","Loss of cytosine-5 methylation in tRNA triggers stress responses in a disease model for Intellectual Disabilities","SRS863230","","694.18","1","22567546","1128377300","S1.Riboseq.1","OTHER","TRANSCRIPTOMIC","other"
