"Experiment Accession","Experiment Title","Organism Name","Instrument","Submitter","Study Accession","Study Title","Sample Accession","Sample Title","Total Size, Mb","Total RUNs","Total Spots","Total Bases","Library Name","Library Strategy","Library Source","Library Selection"
"SRX4058814","GSM3138096: Differentiated Methyl RNA Control - Sample 1; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2500","GEO","SRP145059","Loss of m6A RNA methylation during glioma stem cell differentiation is regulated by miRNAs and promotes translation efficiency","SRS3275573","","3182.8","1","97742132","4984848732","","OTHER","TRANSCRIPTOMIC","other"
"SRX4058813","GSM3138095: Differentiated Methyl RNA IP - Sample 1; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2500","GEO","SRP145059","Loss of m6A RNA methylation during glioma stem cell differentiation is regulated by miRNAs and promotes translation efficiency","SRS3275574","","11863.77","1","196949165","16297120969","","OTHER","TRANSCRIPTOMIC","other"
"SRX4058812","GSM3138094: Stem Methyl RNA Control Total - Sample 3; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2500","GEO","SRP145059","Loss of m6A RNA methylation during glioma stem cell differentiation is regulated by miRNAs and promotes translation efficiency","SRS3275572","","13064.82","1","265617409","24426460368","","OTHER","TRANSCRIPTOMIC","other"
"SRX4058811","GSM3138093: Stem Methyl RNA IP - Sample 3; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2500","GEO","SRP145059","Loss of m6A RNA methylation during glioma stem cell differentiation is regulated by miRNAs and promotes translation efficiency","SRS3275571","","838.45","1","49264325","2512480575","","OTHER","TRANSCRIPTOMIC","other"
"SRX4058810","GSM3138092: Stem Methyl RNA Control Total - Sample 2; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2500","GEO","SRP145059","Loss of m6A RNA methylation during glioma stem cell differentiation is regulated by miRNAs and promotes translation efficiency","SRS3275570","","11904.88","1","262891597","23844927899","","OTHER","TRANSCRIPTOMIC","other"
"SRX4058809","GSM3138091: Stem Methyl RNA IP - Sample 2; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2500","GEO","SRP145059","Loss of m6A RNA methylation during glioma stem cell differentiation is regulated by miRNAs and promotes translation efficiency","SRS3275569","","1077.44","1","28247047","2181975597","","OTHER","TRANSCRIPTOMIC","other"
"SRX4058808","GSM3138090: Stem Methyl RNA Control Total - Sample 1; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2500","GEO","SRP145059","Loss of m6A RNA methylation during glioma stem cell differentiation is regulated by miRNAs and promotes translation efficiency","SRS3275567","","6066.36","1","136650540","12393095979","","OTHER","TRANSCRIPTOMIC","other"
"SRX4058807","GSM3138089: Stem Methyl RNA IP - Sample 1; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2500","GEO","SRP145059","Loss of m6A RNA methylation during glioma stem cell differentiation is regulated by miRNAs and promotes translation efficiency","SRS3275568","","1783.63","1","44367451","3356190801","","OTHER","TRANSCRIPTOMIC","other"
"SRX4041226","Ribo-seq of lacZ induced sample","Escherichia coli K-12","Illumina HiSeq 2000","University of Hamburg","SRP144594","Quantifying the performance and burden of genetic parts controlling translation using Ribo-seq","SRS3258709","","6611.67","1","209002022","10450101100","lacZ_ind_RPF_r1","OTHER","TRANSCRIPTOMIC","other"
"SRX4041225","RNA-seq of lacZ induced sample","Escherichia coli K-12","Illumina HiSeq 2000","University of Hamburg","SRP144594","Quantifying the performance and burden of genetic parts controlling translation using Ribo-seq","SRS3258708","","5800.81","1","191361065","9568053250","lacZ_ind_mRNA_r1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4041224","Ribo-seq of PK-lacZ induced sample 2 replicate","Escherichia coli K-12","Illumina HiSeq 2000","University of Hamburg","SRP144594","Quantifying the performance and burden of genetic parts controlling translation using Ribo-seq","SRS3258707","","1695.52","1","55972163","2854580313","PK_ind_RPF_r2","OTHER","TRANSCRIPTOMIC","other"
"SRX4041223","RNA-seq of PK-lacZ induced sample 2 replicate","Escherichia coli K-12","Illumina HiSeq 2000","University of Hamburg","SRP144594","Quantifying the performance and burden of genetic parts controlling translation using Ribo-seq","SRS3258706","","2100.83","1","68917319","3514783269","PK_ind_mRNA_r2","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4041222","Ribo-seq of PK-lacZ uninduced sample 2 replicate","Escherichia coli K-12","Illumina HiSeq 2000","University of Hamburg","SRP144594","Quantifying the performance and burden of genetic parts controlling translation using Ribo-seq","SRS3258705","","1833.76","1","64565561","3292843611","PK_unind_RPF_r2","OTHER","TRANSCRIPTOMIC","other"
"SRX4041221","RNA-seq of PK-lacZ uninduced sample 2 replicate","Escherichia coli K-12","Illumina HiSeq 2000","University of Hamburg","SRP144594","Quantifying the performance and burden of genetic parts controlling translation using Ribo-seq","SRS3258704","","1135.7","1","39487041","2013839091","PK_unind_mRNA_r2","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4041220","Ribo-seq of PK-lacZ induced sample","Escherichia coli K-12","Illumina HiSeq 2000","University of Hamburg","SRP144594","Quantifying the performance and burden of genetic parts controlling translation using Ribo-seq","SRS3258703","","1691.57","1","56722702","2892857802","PK_ind_RPF_r1","OTHER","TRANSCRIPTOMIC","other"
"SRX4041219","RNA-seq of PK-lacZ induced sample","Escherichia coli K-12","Illumina HiSeq 2000","University of Hamburg","SRP144594","Quantifying the performance and burden of genetic parts controlling translation using Ribo-seq","SRS3258702","","2085.24","1","70241344","3582308544","PK_ind_mRNA_r1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4041218","Ribo-seq of PK-lacZ uninduced sample","Escherichia coli K-12","Illumina HiSeq 2000","University of Hamburg","SRP144594","Quantifying the performance and burden of genetic parts controlling translation using Ribo-seq","SRS3258701","","1765.72","1","59448215","3031858965","PK_unind_RPF_r1","OTHER","TRANSCRIPTOMIC","other"
"SRX4041217","RNA-seq of PK-lacZ uninduced sample","Escherichia coli K-12","Illumina HiSeq 2000","University of Hamburg","SRP144594","Quantifying the performance and burden of genetic parts controlling translation using Ribo-seq","SRS3258699","","1999.49","1","66959468","3414932868","PK_unind_mRNA_r1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4041216","Ribo-seq of lacZ uninduced sample","Escherichia coli K-12","Illumina HiSeq 2000","University of Hamburg","SRP144594","Quantifying the performance and burden of genetic parts controlling translation using Ribo-seq","SRS3258700","","5906.33","1","192849918","9642495900","lacZ_unind_RPF_r1","OTHER","TRANSCRIPTOMIC","other"
"SRX4041215","RNA-seq of lacZ uninduced sample","Escherichia coli K-12","Illumina HiSeq 2000","University of Hamburg","SRP144594","Quantifying the performance and burden of genetic parts controlling translation using Ribo-seq","SRS3258698","","5929.15","1","194220694","9711034700","lacZ_unind_mRNA_r1","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4041214","Ribo-seq of lacZ induced sample 2 replicate","Escherichia coli K-12","Illumina HiSeq 2000","University of Hamburg","SRP144594","Quantifying the performance and burden of genetic parts controlling translation using Ribo-seq","SRS3258697","","1497.5","1","43847994","2236247694","lacZ_ind_RPF_r2","OTHER","TRANSCRIPTOMIC","other"
"SRX4041213","RNA-seq of lacZ induced sample 2 replicate","Escherichia coli K-12","Illumina HiSeq 2000","University of Hamburg","SRP144594","Quantifying the performance and burden of genetic parts controlling translation using Ribo-seq","SRS3258695","","1867.74","1","52742095","2689846845","lacZ_ind_mRNA_r2","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX4041212","Ribo-seq of lacZ uninduced sample 2 replicate","Escherichia coli K-12","Illumina HiSeq 2000","University of Hamburg","SRP144594","Quantifying the performance and burden of genetic parts controlling translation using Ribo-seq","SRS3258694","","1962.39","1","56365739","2874652689","lacZ_unind_RPF_r2","OTHER","TRANSCRIPTOMIC","other"
"SRX4041211","RNA-seq of lacZ uninduced sample 2 replicate","Escherichia coli K-12","Illumina HiSeq 2000","University of Hamburg","SRP144594","Quantifying the performance and burden of genetic parts controlling translation using Ribo-seq","SRS3258696","","1862.83","1","54104542","2759331642","lacZ_unind_mRNA_r2","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3889869","GSM3082793: THAP_insoluble_TEDseq_rep5; Homo sapiens; RNA-Seq","Homo sapiens","NextSeq 500","GEO","SRP117282","Transcriptome-wide profiling of poly(A)-tail length, translation efficiency and mRNA stability using TED-seq, mRNA-seq, Ribo-seq and PRO-seq in ER stress conditions","SRS3127718","","323.79","1","14229137","967581316","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3889868","GSM3082792: DMSO_insoluble_TEDseq_rep5; Homo sapiens; RNA-Seq","Homo sapiens","NextSeq 500","GEO","SRP117282","Transcriptome-wide profiling of poly(A)-tail length, translation efficiency and mRNA stability using TED-seq, mRNA-seq, Ribo-seq and PRO-seq in ER stress conditions","SRS3127717","","493.92","1","22411495","1523981660","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3889867","GSM3082791: THAP_cytosol_TEDseq_rep5; Homo sapiens; RNA-Seq","Homo sapiens","NextSeq 500","GEO","SRP117282","Transcriptome-wide profiling of poly(A)-tail length, translation efficiency and mRNA stability using TED-seq, mRNA-seq, Ribo-seq and PRO-seq in ER stress conditions","SRS3127731","","633.77","1","27959769","1901264292","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3889866","GSM3082790: DMSO_cytosol_TEDseq_rep5; Homo sapiens; RNA-Seq","Homo sapiens","NextSeq 500","GEO","SRP117282","Transcriptome-wide profiling of poly(A)-tail length, translation efficiency and mRNA stability using TED-seq, mRNA-seq, Ribo-seq and PRO-seq in ER stress conditions","SRS3127716","","658.1","1","29005176","1972351968","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3889865","GSM3082789: THAP_cytosol_TEDseq_rep4; Homo sapiens; RNA-Seq","Homo sapiens","NextSeq 500","GEO","SRP117282","Transcriptome-wide profiling of poly(A)-tail length, translation efficiency and mRNA stability using TED-seq, mRNA-seq, Ribo-seq and PRO-seq in ER stress conditions","SRS3127715","","502.5","1","22215834","1510676712","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3889864","GSM3082788: DMSO_cytosol_TEDseq_rep4; Homo sapiens; RNA-Seq","Homo sapiens","NextSeq 500","GEO","SRP117282","Transcriptome-wide profiling of poly(A)-tail length, translation efficiency and mRNA stability using TED-seq, mRNA-seq, Ribo-seq and PRO-seq in ER stress conditions","SRS3127714","","688.39","1","31410160","2135890880","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3889863","GSM3082787: THAP_cytosol_TEDseq_rep3; Homo sapiens; RNA-Seq","Homo sapiens","NextSeq 500","GEO","SRP117282","Transcriptome-wide profiling of poly(A)-tail length, translation efficiency and mRNA stability using TED-seq, mRNA-seq, Ribo-seq and PRO-seq in ER stress conditions","SRS3127712","","883.83","1","49078709","3337352212","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX3889862","GSM3082786: DMSO_cytosol_TEDseq_rep3; Homo sapiens; RNA-Seq","Homo sapiens","NextSeq 500","GEO","SRP117282","Transcriptome-wide profiling of poly(A)-tail length, translation efficiency and mRNA stability using TED-seq, mRNA-seq, Ribo-seq and PRO-seq in ER stress conditions","SRS3127713","","645.48","1","35831269","2436526292","","RNA-Seq","TRANSCRIPTOMIC","cDNA"
"SRX2630827","Ribo-seq of S2 cells under normal condition","Drosophila melanogaster","Illumina HiSeq 2500","Peking University","SRP101682","Transcriptome and Translatome in Drosophila S2 cells treated by tsRNA transfection, serum deprivation, ago 2 knockdown and rapamycin","SRS2040359","","1114.79","1","33371505","1701946755","Ribo-seq of S2 cells under normal condition","OTHER","TRANSCRIPTOMIC","RANDOM PCR"
"SRX2630821","Ribo-seq of S2 cells under starvation condition","Drosophila melanogaster","Illumina HiSeq 2500","Peking University","SRP101682","Transcriptome and Translatome in Drosophila S2 cells treated by tsRNA transfection, serum deprivation, ago 2 knockdown and rapamycin","SRS2040358","","719.88","1","26395905","1346191155","Ribo-seq of S2 cells under starvation condition","OTHER","TRANSCRIPTOMIC","RANDOM PCR"
"SRX2630812","Ribo-seq of S2 cells transfected with dsNC","Drosophila melanogaster","Illumina HiSeq 4000","Peking University","SRP101682","Transcriptome and Translatome in Drosophila S2 cells treated by tsRNA transfection, serum deprivation, ago 2 knockdown and rapamycin","SRS2040356","","938.84","1","55578816","2834519616","Ribo-seq of S2 cells transfected with dsNC","OTHER","TRANSCRIPTOMIC","RANDOM PCR"
"SRX2630809","Ribo-seq of S2 cells under ago2 knock-down condition","Drosophila melanogaster","Illumina HiSeq 2500","Peking University","SRP101682","Transcriptome and Translatome in Drosophila S2 cells treated by tsRNA transfection, serum deprivation, ago 2 knockdown and rapamycin","SRS2040355","","1626.71","1","65922080","3362026080","Ribo-seq of S2 cells under ago2 knock-down condition","OTHER","TRANSCRIPTOMIC","RANDOM PCR"
"SRX2630805","Ribo-seq of S2 cells under ago2 knock-down and starvation condition","Drosophila melanogaster","Illumina HiSeq 2500","Peking University","SRP101682","Transcriptome and Translatome in Drosophila S2 cells treated by tsRNA transfection, serum deprivation, ago 2 knockdown and rapamycin","SRS2040354","","1618","1","64430727","3285967077","Ribo-seq of S2 cells under ago2 knock-down and starvation condition","OTHER","TRANSCRIPTOMIC","RANDOM PCR"
"SRX2630801","Ribo-seq of S2 cells treated with DMSO","Drosophila melanogaster","Illumina HiSeq 2500","Peking University","SRP101682","Transcriptome and Translatome in Drosophila S2 cells treated by tsRNA transfection, serum deprivation, ago 2 knockdown and rapamycin","SRS2040353","","1890.73","1","75758596","3863688396","Ribo-seq of S2 cells treated with DMSO","OTHER","TRANSCRIPTOMIC","RANDOM PCR"
"SRX2630797","Ribo-seq of S2 cells treated with rapamycin","Drosophila melanogaster","Illumina HiSeq 4000","Peking University","SRP101682","Transcriptome and Translatome in Drosophila S2 cells treated by tsRNA transfection, serum deprivation, ago 2 knockdown and rapamycin","SRS2040352","","1298.77","1","76611149","3907168599","Ribo-seq of S2 cells treated with rapamycin","OTHER","TRANSCRIPTOMIC","RANDOM PCR"
"SRX2630794","Ribo-seq of S2 cells transfected with ssNC","Drosophila melanogaster","Illumina HiSeq 2500","Peking University","SRP101682","Transcriptome and Translatome in Drosophila S2 cells treated by tsRNA transfection, serum deprivation, ago 2 knockdown and rapamycin","SRS2040351","","1637.56","1","64813911","3305509461","Ribo-seq of S2 cells transfected with ssNC","OTHER","TRANSCRIPTOMIC","RANDOM PCR"
"SRX2630790","Ribo-seq of S2 cells transfected with tsRNA mimic T3","Drosophila melanogaster","Illumina HiSeq 2500","Peking University","SRP101682","Transcriptome and Translatome in Drosophila S2 cells treated by tsRNA transfection, serum deprivation, ago 2 knockdown and rapamycin","SRS2040350","","1187.47","1","47873363","2441541513","Ribo-seq of S2 cells transfected with tsRNA mimic T3","OTHER","TRANSCRIPTOMIC","RANDOM PCR"
"SRX2630786","Ribo-seq of S2 cells transfected with tsRNA mimic T6","Drosophila melanogaster","Illumina HiSeq 2500","Peking University","SRP101682","Transcriptome and Translatome in Drosophila S2 cells treated by tsRNA transfection, serum deprivation, ago 2 knockdown and rapamycin","SRS2040349","","1498.1","1","60341814","3077432514","Ribo-seq of S2 cells transfected with tsRNA mimic T6","OTHER","TRANSCRIPTOMIC","RANDOM PCR"
"SRX2630782","Ribo-seq of S2 cells transfected with tsRNA mimic T10","Drosophila melanogaster","Illumina HiSeq 2500","Peking University","SRP101682","Transcriptome and Translatome in Drosophila S2 cells treated by tsRNA transfection, serum deprivation, ago 2 knockdown and rapamycin","SRS2040348","","1361.74","1","54744239","2791956189","Ribo-seq of S2 cells transfected with tsRNA mimic T10","OTHER","TRANSCRIPTOMIC","RANDOM PCR"
"SRX3849513","GSM3068267: HEK-293 cells, standard RIBOseq, rep 2; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2500","GEO","SRP136497","Active ribosome profiling  with RiboLace and standard ribosome profiling in HEK-293 cells","SRS3094039","","1559.65","1","74606273","3730313650","","OTHER","TRANSCRIPTOMIC","other"
"SRX3849512","GSM3068266: HEK-293 cells, standard RIBOseq, rep 1; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2500","GEO","SRP136497","Active ribosome profiling  with RiboLace and standard ribosome profiling in HEK-293 cells","SRS3094040","","1500.09","1","71668291","3583414550","","OTHER","TRANSCRIPTOMIC","other"
"SRX3849511","GSM3068265: HEK-293 cells, RiboLace RIBOseq, rep 2; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2500","GEO","SRP136497","Active ribosome profiling  with RiboLace and standard ribosome profiling in HEK-293 cells","SRS3094038","","1596.12","1","76513705","3825685250","","OTHER","TRANSCRIPTOMIC","other"
"SRX3849510","GSM3068264: HEK-293 cells, RiboLace RIBOseq, rep 1; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2500","GEO","SRP136497","Active ribosome profiling  with RiboLace and standard ribosome profiling in HEK-293 cells","SRS3094037","","1606.85","1","76688954","3834447700","","OTHER","TRANSCRIPTOMIC","other"
"SRX3794516","GSM3042964: MCF7_RIBOseq; Homo sapiens; OTHER","Homo sapiens","Illumina HiSeq 2500","GEO","SRP135757","Ribosome profiling and transcriptome profiling of MCF-7 cells","SRS3047464","","1039.55","1","25380602","2538060200","","OTHER","TRANSCRIPTOMIC","other"
"SRX3759780","Ribo-seq of Arabidopsis thaliana shoot","Arabidopsis thaliana","Illumina HiSeq 2500","yeung007's shared submissions","SRP133870","A stress recovery signaling network for enhanced flooding tolerance in Arabidopsis thaliana","SRS3014726","","2431.73","1","83167865","4241561115","LS3h1","RNA-Seq","TRANSCRIPTOMIC","RANDOM PCR"
"SRX3759779","Ribo-seq of Arabidopsis thaliana shoot","Arabidopsis thaliana","Illumina HiSeq 2500","yeung007's shared submissions","SRP133870","A stress recovery signaling network for enhanced flooding tolerance in Arabidopsis thaliana","SRS3014725","","2167.39","1","72868629","3716300079","LS3h2","RNA-Seq","TRANSCRIPTOMIC","RANDOM PCR"
"SRX3759778","Ribo-seq of Arabidopsis thaliana shoot","Arabidopsis thaliana","Illumina HiSeq 2500","yeung007's shared submissions","SRP133870","A stress recovery signaling network for enhanced flooding tolerance in Arabidopsis thaliana","SRS3014724","","4192.89","1","130372075","6648975825","LC0h1","RNA-Seq","TRANSCRIPTOMIC","RANDOM PCR"
"SRX3759777","Ribo-seq of Arabidopsis thaliana shoot","Arabidopsis thaliana","Illumina HiSeq 2500","yeung007's shared submissions","SRP133870","A stress recovery signaling network for enhanced flooding tolerance in Arabidopsis thaliana","SRS3014723","","1808.57","1","62906618","3208237518","LC0h2","RNA-Seq","TRANSCRIPTOMIC","RANDOM PCR"
"SRX3759776","Ribo-seq of Arabidopsis thaliana shoot","Arabidopsis thaliana","Illumina HiSeq 2500","yeung007's shared submissions","SRP133870","A stress recovery signaling network for enhanced flooding tolerance in Arabidopsis thaliana","SRS3014722","","2629.77","1","88410454","4508933154","BC0h1","RNA-Seq","TRANSCRIPTOMIC","RANDOM PCR"
"SRX3759775","Ribo-seq of Arabidopsis thaliana shoot","Arabidopsis thaliana","Illumina HiSeq 2500","yeung007's shared submissions","SRP133870","A stress recovery signaling network for enhanced flooding tolerance in Arabidopsis thaliana","SRS3014721","","1919.37","1","62694257","3197407107","BC0h2","RNA-Seq","TRANSCRIPTOMIC","RANDOM PCR"
"SRX3759774","Ribo-seq of Arabidopsis thaliana shoot","Arabidopsis thaliana","Illumina HiSeq 2500","yeung007's shared submissions","SRP133870","A stress recovery signaling network for enhanced flooding tolerance in Arabidopsis thaliana","SRS3014720","","1405.15","1","47539840","2424531840","BS0h1","RNA-Seq","TRANSCRIPTOMIC","RANDOM PCR"
"SRX3759773","Ribo-seq of Arabidopsis thaliana shoot","Arabidopsis thaliana","Illumina HiSeq 2500","yeung007's shared submissions","SRP133870","A stress recovery signaling network for enhanced flooding tolerance in Arabidopsis thaliana","SRS3014719","","1578.81","1","54159614","2762140314","BS0h2","RNA-Seq","TRANSCRIPTOMIC","RANDOM PCR"
"SRX3759772","Ribo-seq of Arabidopsis thaliana shoot","Arabidopsis thaliana","Illumina HiSeq 2500","yeung007's shared submissions","SRP133870","A stress recovery signaling network for enhanced flooding tolerance in Arabidopsis thaliana","SRS3014718","","3129.69","1","102021327","5203087677","BS3h2","RNA-Seq","TRANSCRIPTOMIC","RANDOM PCR"
"SRX3759771","Ribo-seq of Arabidopsis thaliana shoot","Arabidopsis thaliana","Illumina HiSeq 2500","yeung007's shared submissions","SRP133870","A stress recovery signaling network for enhanced flooding tolerance in Arabidopsis thaliana","SRS3014717","","2886.42","1","90081951","4594179501","LS0h1","RNA-Seq","TRANSCRIPTOMIC","RANDOM PCR"
"SRX3759770","Ribo-seq of Arabidopsis thaliana shoot","Arabidopsis thaliana","Illumina HiSeq 2500","yeung007's shared submissions","SRP133870","A stress recovery signaling network for enhanced flooding tolerance in Arabidopsis thaliana","SRS3014716","","1651.55","1","56534210","2883244710","LS0h2","RNA-Seq","TRANSCRIPTOMIC","RANDOM PCR"
"SRX3759769","Ribo-seq of Arabidopsis thaliana shoot","Arabidopsis thaliana","Illumina HiSeq 2500","yeung007's shared submissions","SRP133870","A stress recovery signaling network for enhanced flooding tolerance in Arabidopsis thaliana","SRS3014715","","1335.31","1","44484905","2268730155","BS3h1","RNA-Seq","TRANSCRIPTOMIC","RANDOM PCR"
"SRX3744053","Ribo-seq of Zea mays: Lincomycin 12 min in Light rep 1","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP133508","Effects of light on translation in Maize and Arabidopsis","SRS3000529","","579.98","1","25781937","1933645275","Ribo-seq Lincomycin 12 min in Light rep 1","OTHER","TRANSCRIPTOMIC","other"
"SRX3744052","Ribo-seq of Zea mays: Lincomycin 0 min in Light rep 1","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP133508","Effects of light on translation in Maize and Arabidopsis","SRS3000526","","624.47","1","28324599","2124344925","Ribo-seq Lincomycin 0 min in Light rep 1","OTHER","TRANSCRIPTOMIC","other"
"SRX3744051","Ribo-seq of Zea mays: Lincomycin 0 min in Dark rep 1","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP133508","Effects of light on translation in Maize and Arabidopsis","SRS3000525","","441.24","1","19687344","1476550800","Ribo-seq Lincomycin 0 min in Dark rep 1","OTHER","TRANSCRIPTOMIC","other"
"SRX3744050","Ribo-seq of Zea mays: Lincomycin 30 min in Light rep 1","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP133508","Effects of light on translation in Maize and Arabidopsis","SRS3000524","","570.85","1","25824181","1936813575","Ribo-seq Lincomycin 30 min in Light rep 1","OTHER","TRANSCRIPTOMIC","other"
"SRX3744049","Ribo-seq of Zea mays: Lincomycin 30 min in Dark rep 1","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP133508","Effects of light on translation in Maize and Arabidopsis","SRS3000523","","611.7","1","27738115","2080358625","Ribo-seq Lincomycin 30 min in Dark rep 1","OTHER","TRANSCRIPTOMIC","other"
"SRX3744048","Ribo-seq of Zea mays: Lincomycin 12 min in Dark rep 1","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP133508","Effects of light on translation in Maize and Arabidopsis","SRS3000522","","535.63","1","24457825","1834336875","Ribo-seq Lincomycin 12 min in Dark rep 1","OTHER","TRANSCRIPTOMIC","other"
"SRX3744047","Ribo-seq of Zea mays: Lincomycin 12 min in Light rep 2","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP133508","Effects of light on translation in Maize and Arabidopsis","SRS3000521","","782.76","1","34818719","2646222644","Ribo-seq Lincomycin 12 min in Light rep 2","OTHER","TRANSCRIPTOMIC","other"
"SRX3744046","Ribo-seq of Zea mays: Lincomycin 0 min in Light rep 2","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP133508","Effects of light on translation in Maize and Arabidopsis","SRS3000520","","929.33","1","41131386","3125985336","Ribo-seq Lincomycin 0 min in Light rep 2","OTHER","TRANSCRIPTOMIC","other"
"SRX3744045","Ribo-seq of Zea mays: Lincomycin 0 min in Dark rep 2","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP133508","Effects of light on translation in Maize and Arabidopsis","SRS3000530","","815.9","1","36210033","2751962508","Ribo-seq Lincomycin 0 min in Dark rep 2","OTHER","TRANSCRIPTOMIC","other"
"SRX3744044","Ribo-seq of Zea mays: Lincomycin 30 min in Light rep 2","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP133508","Effects of light on translation in Maize and Arabidopsis","SRS3000518","","852.07","1","37986182","2886949832","Ribo-seq Lincomycin 30 min in Light rep 2","OTHER","TRANSCRIPTOMIC","other"
"SRX3744043","Ribo-seq of Zea mays: Dawn Dark rep 3","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP133508","Effects of light on translation in Maize and Arabidopsis","SRS3000527","","885.47","1","27078961","2734975061","Ribo-seq Dawn Dark rep 3 run1","OTHER","TRANSCRIPTOMIC","other"
"SRX3744041","Ribo-seq of Zea mays: Dawn Light rep 3","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP133508","Effects of light on translation in Maize and Arabidopsis","SRS3000515","","889.77","1","26996597","2726656297","Ribo-seq Dawn Light rep 3 run1","OTHER","TRANSCRIPTOMIC","other"
"SRX3744039","Ribo-seq of Zea mays: Reillumination rep 2","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP133508","Effects of light on translation in Maize and Arabidopsis","SRS3000514","","1156.84","1","37336150","3770951150","Ribo-seq Reillumination rep 2 run1","OTHER","TRANSCRIPTOMIC","other"
"SRX3744037","Ribo-seq of Zea mays: 1h Dark rep 2","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP133508","Effects of light on translation in Maize and Arabidopsis","SRS3000513","","1053.99","1","33527524","3386279924","Ribo-seq 1h Dark rep 2 run1","OTHER","TRANSCRIPTOMIC","other"
"SRX3744035","Ribo-seq of Zea mays: Midday rep 3","Zea mays","Illumina HiSeq 4000","University of Oregon","SRP133508","Effects of light on translation in Maize and Arabidopsis","SRS3000501","","974.26","1","29702708","2999973508","Ribo-seq Midday rep 3 run1","OTHER","TRANSCRIPTOMIC","other"
"SRX3744033","Ribo-seq of Zea mays: Midday rep 1","Zea mays","Illumina HiSeq 2500","University of Oregon","SRP133508","Effects of light on translation in Maize and Arabidopsis","SRS3000492","","750.31","1","22669849","1156162299","Ribo-seq Midday rep 1 run1","OTHER","TRANSCRIPTOMIC","other"
"SRX3744032","Ribo-seq of Arabidopsis thaliana: 1h Dark rep 1 At","Arabidopsis thaliana","Illumina HiSeq 4000","University of Oregon","SRP133508","Effects of light on translation in Maize and Arabidopsis","SRS3000519","","448.66","1","14074397","1421514097","Ribo-seq 1h Dark rep 1 At","OTHER","TRANSCRIPTOMIC","other"
"SRX3744031","Ribo-seq of Arabidopsis thaliana: Reillumination rep 1 At","Arabidopsis thaliana","Illumina HiSeq 4000","University of Oregon","SRP133508","Effects of light on translation in Maize and Arabidopsis","SRS3000511","","450.68","1","14121665","1426288165","Ribo-seq Reillumination rep 1 At","OTHER","TRANSCRIPTOMIC","other"
"SRX3744030","Ribo-seq of Arabidopsis thaliana: 1h Dark rep 2 At","Arabidopsis thaliana","Illumina HiSeq 4000","University of Oregon","SRP133508","Effects of light on translation in Maize and Arabidopsis","SRS3000510","","465.93","1","14649879","1479637779","Ribo-seq 1h Dark rep 2 At","OTHER","TRANSCRIPTOMIC","other"
"SRX3744029","Ribo-seq of Arabidopsis thaliana: Before Dawn rep 1 At","Arabidopsis thaliana","Illumina HiSeq 4000","University of Oregon","SRP133508","Effects of light on translation in Maize and Arabidopsis","SRS3000517","","514.27","1","16291378","1645429178","Ribo-seq Before Dawn rep 1 At","OTHER","TRANSCRIPTOMIC","other"
