Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,SRA Study,source_name,GEO_Accession (exp),Library Name,TISSUE,Strain,Cell_type,Cell_line,TREATMENT,Age,Genotype,ENA-FIRST-PUBLIC (run),ENA-FIRST-PUBLIC,ENA-LAST-UPDATE (run),ENA-LAST-UPDATE,External_Id,INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,Sample_Name,Submitter_Id,common_name,Broker_name,sex,BioSampleModel,molecule_subtype,REPLICATE,Organism_part,disease,Fraction,infect,inhibitors,internal_animal_id,Cultivar,Developmental_stage,Experimental_Factor:_infect (exp),sirna,Isolate,protocol,TIME_POINT,dev_stage,injection_route,SAMPLE_TYPE,BIOMATERIAL_PROVIDER,Experimental_Factor:_genotype (exp),rna_processing,sequencing_protocol,assay,Biological_Repeat,compound,Experimental_Factor:_protocol (exp),experiment_type,LINE,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,molecule_type,analyte_type,biospecimen_repository,biospecimen_repository_sample_id,body_site,Consent_Code,Ecotype,gap_accession,study_design,study_name,subject_is_affected,submitted_subject_id,BREED,Experimental_Factor:_compound (exp),Experimental_Factor:_MHV-A59 (exp),Experimental_Factor:_cycloheximide (exp),stress_type,agent,study_disease,growth_condition,rna_fraction,spike-in,oldname,tissue_source,genotype/variation,AssemblyName,BioSample_ID,Clone,collected_by,gender,rpl10_form,disease_stage,ethinicity,Collection_Date,Experimental_Factor:_1 (exp),Experimental_Factor:_harringtonine_+_cycloheximide (exp),cell_subtype,environmental_history,Experimental_Factor:_8 (exp),Experimental_Factor:_Mock (exp),Experimental_Factor:_sampling_time_point (exp),Molecule,profiling,rna_population,sample_treatment,Stage,strategy,viral_strain,assay_type,assay_types,genetic_modification,substrain,Day,library_strategy,Experimental_Factor:_dose (exp),experimental_factor:_infection,stimulation,transduced,assayed_molecule,Experimental_Factor:_stimulus (exp),Experimental_Factor:_strain (exp),HOST,Isolation_Source,Replicates,Replication,treatment_of_lysate
SRR19217734,RNA-Seq,302,9212572816,PRJNA838490,SAMN28447092,3076459261,"MOLECULAR GENETICS AND MICROBIOLOGY, DUKE UNIVERSITY SCHOOL OF MEDICINE",public,"run.zq,fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX15281705,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-05-18T00:00:00Z,2022-05-16T11:05:00Z,1,GSM6153495,SRP375353,E11.5 neocortex,,GSM6153495,E11.5 neocortex,C57BL/6J,,,,,cKO,,,,,,,,,,,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,RNAseq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR19217735,RNA-Seq,302,9331300492,PRJNA838490,SAMN28447092,3113289437,"MOLECULAR GENETICS AND MICROBIOLOGY, DUKE UNIVERSITY SCHOOL OF MEDICINE",public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SRX15281705,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-05-18T00:00:00Z,2022-05-16T11:04:00Z,1,GSM6153495,SRP375353,E11.5 neocortex,,GSM6153495,E11.5 neocortex,C57BL/6J,,,,,cKO,,,,,,,,,,,,,,,male,,,,,,,,,,,,,,,,,,,,,,,,RNAseq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR19217736,RNA-Seq,302,9609222636,PRJNA838490,SAMN28447093,3198602256,"MOLECULAR GENETICS AND MICROBIOLOGY, DUKE UNIVERSITY SCHOOL OF MEDICINE",public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX15281704,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-05-18T00:00:00Z,2022-05-16T11:08:00Z,1,GSM6153494,SRP375353,E11.5 neocortex,,GSM6153494,E11.5 neocortex,C57BL/6J,,,,,cKO,,,,,,,,,,,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,RNAseq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR19217737,RNA-Seq,302,9721187928,PRJNA838490,SAMN28447093,3233497922,"MOLECULAR GENETICS AND MICROBIOLOGY, DUKE UNIVERSITY SCHOOL OF MEDICINE",public,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX15281704,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-05-18T00:00:00Z,2022-05-16T10:57:00Z,1,GSM6153494,SRP375353,E11.5 neocortex,,GSM6153494,E11.5 neocortex,C57BL/6J,,,,,cKO,,,,,,,,,,,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,RNAseq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR19217738,RNA-Seq,302,5487763706,PRJNA838490,SAMN28447094,1844266575,"MOLECULAR GENETICS AND MICROBIOLOGY, DUKE UNIVERSITY SCHOOL OF MEDICINE",public,"run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX15281703,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-05-18T00:00:00Z,2022-05-16T10:51:00Z,1,GSM6153493,SRP375353,E11.5 neocortex,,GSM6153493,E11.5 neocortex,C57BL/6J,,,,,cKO,,,,,,,,,,,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,RNAseq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR19217739,RNA-Seq,302,5521625456,PRJNA838490,SAMN28447094,1854130554,"MOLECULAR GENETICS AND MICROBIOLOGY, DUKE UNIVERSITY SCHOOL OF MEDICINE",public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX15281703,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-05-18T00:00:00Z,2022-05-16T10:56:00Z,1,GSM6153493,SRP375353,E11.5 neocortex,,GSM6153493,E11.5 neocortex,C57BL/6J,,,,,cKO,,,,,,,,,,,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,RNAseq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR19217740,RNA-Seq,302,6267219062,PRJNA838490,SAMN28447095,2092827860,"MOLECULAR GENETICS AND MICROBIOLOGY, DUKE UNIVERSITY SCHOOL OF MEDICINE",public,"run.zq,fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX15281702,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-05-18T00:00:00Z,2022-05-16T10:55:00Z,1,GSM6153492,SRP375353,E11.5 neocortex,,GSM6153492,E11.5 neocortex,C57BL/6J,,,,,cKO,,,,,,,,,,,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,RNAseq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR19217741,RNA-Seq,302,6242036188,PRJNA838490,SAMN28447095,2081967733,"MOLECULAR GENETICS AND MICROBIOLOGY, DUKE UNIVERSITY SCHOOL OF MEDICINE",public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX15281702,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2022-05-18T00:00:00Z,2022-05-16T10:56:00Z,1,GSM6153492,SRP375353,E11.5 neocortex,,GSM6153492,E11.5 neocortex,C57BL/6J,,,,,cKO,,,,,,,,,,,,,,,female,,,,,,,,,,,,,,,,,,,,,,,,RNAseq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513148,RNA-Seq,35,5172116333,PRJNA756018,SAMN20849933,2345830054,GEO,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",SRX11811942,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T17:24:00Z,1,GSM5527673,SRP333128,untreated normal human brain tissue,GSM5527673,,Brain,,,,untreated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513149,RNA-Seq,35,5168784760,PRJNA756018,SAMN20849934,2339567853,GEO,public,"run.zq,fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX11811943,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T17:35:00Z,1,GSM5527674,SRP333128,untreated normal human brain tissue,GSM5527674,,Brain,,,,untreated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513150,RNA-Seq,35,3171868897,PRJNA756018,SAMN20849935,1368676639,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX11811944,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T17:12:00Z,1,GSM5527675,SRP333128,untreated normal human brain tissue,GSM5527675,,Brain,,,,untreated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513151,RNA-Seq,35,4985219559,PRJNA756018,SAMN20849936,2211700300,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SRX11811945,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T17:16:00Z,1,GSM5527676,SRP333128,untreated normal human brain tissue,GSM5527676,,Brain,,,,untreated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513152,RNA-Seq,35,2702125563,PRJNA756018,SAMN20849937,1165749322,GEO,public,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX11811946,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T17:10:00Z,1,GSM5527677,SRP333128,untreated normal human brain tissue,GSM5527677,,Brain,,,,untreated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513153,RNA-Seq,35,5483788970,PRJNA756018,SAMN20849938,2479683681,GEO,public,"run.zq,fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",SRX11811947,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T17:56:00Z,1,GSM5527678,SRP333128,untreated human embryonic stem cells,GSM5527678,,,,ES,,untreated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513154,RNA-Seq,35,3633862254,PRJNA756018,SAMN20849939,1683154567,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SRX11811948,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T17:22:00Z,1,GSM5527679,SRP333128,untreated human embryonic stem cells,GSM5527679,,,,ES,,untreated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513155,RNA-Seq,35,3366650374,PRJNA756018,SAMN20849940,1432718897,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX11811949,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T17:20:00Z,1,GSM5527680,SRP333128,untreated human embryonic stem cells,GSM5527680,,,,ES,,untreated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513156,RNA-Seq,35,3011980437,PRJNA756018,SAMN20849941,1293480836,GEO,public,"run.zq,fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX11811950,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T17:10:00Z,1,GSM5527681,SRP333128,untreated human embryonic stem cells,GSM5527681,,,,ES,,untreated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513157,RNA-Seq,35,3028039674,PRJNA756018,SAMN20849942,1269965189,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",SRX11811951,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T17:09:00Z,1,GSM5527682,SRP333128,untreated human embryonic stem cells,GSM5527682,,,,ES,,untreated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513159,RNA-Seq,35,2202162454,PRJNA756018,SAMN20849944,935388305,GEO,public,"fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SRX11811953,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T17:12:00Z,1,GSM5527684,SRP333128,untreated normal human fat tissue,GSM5527684,,fat,,,,untreated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513160,RNA-Seq,35,1766973759,PRJNA756018,SAMN20849945,748257027,GEO,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX11811954,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T17:02:00Z,1,GSM5527685,SRP333128,untreated normal human fat tissue,GSM5527685,,fat,,,,untreated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513161,RNA-Seq,35,3183263050,PRJNA756018,SAMN20849946,1390100307,GEO,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SRX11811955,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T17:13:00Z,1,GSM5527686,SRP333128,untreated normal human fat tissue,GSM5527686,,fat,,,,untreated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513162,RNA-Seq,35,3347342484,PRJNA756018,SAMN20849947,1447036727,GEO,public,"sra,run.zq,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",SRX11811956,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T17:15:00Z,1,GSM5527687,SRP333128,untreated normal human fat tissue,GSM5527687,,fat,,,,untreated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513163,RNA-Seq,35,4193208372,PRJNA756018,SAMN20849903,1798904718,GEO,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",SRX11811957,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T17:17:00Z,1,GSM5527688,SRP333128,untreated normal human fat tissue,GSM5527688,,fat,,,,untreated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513164,RNA-Seq,35,4384409810,PRJNA756018,SAMN20849904,1869854240,GEO,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",SRX11811958,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T17:13:00Z,1,GSM5527689,SRP333128,untreated normal human fat tissue,GSM5527689,,fat,,,,untreated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513165,RNA-Seq,28,1023807725,PRJNA756018,SAMN20849905,514161623,GEO,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",SRX11811959,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T21:34:00Z,1,GSM5527690,SRP333128,untreated normal human fibroblast,GSM5527690,,,,Fibroblast,,untreated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513166,RNA-Seq,28,1135300574,PRJNA756018,SAMN20849906,570690519,GEO,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",SRX11811960,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T21:51:00Z,1,GSM5527691,SRP333128,IL11 treated normal human fibroblast,GSM5527691,,,,Fibroblast,,IL11 stimulated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513167,RNA-Seq,27,1376441673,PRJNA756018,SAMN20849948,695751856,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",SRX11811961,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T22:26:00Z,1,GSM5527692,SRP333128,TGF-beta treated normal human fibroblast,GSM5527692,,,,Fibroblast,,TGF-B stimulated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513169,RNA-Seq,28,1212073587,PRJNA756018,SAMN20849902,614041768,GEO,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX11811963,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T21:59:00Z,1,GSM5527694,SRP333128,TGF-beta + anti-Ig-G antibody treated normal human fibroblast,GSM5527694,,,,Fibroblast,,TGF-B stimulated and anti-IgG antibody treatment,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513170,RNA-Seq,35,1048162172,PRJNA756018,SAMN20849907,421723364,GEO,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SRX11811964,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T16:54:00Z,1,GSM5527695,SRP333128,untreated normal human fibroblast,GSM5527695,,,,Fibroblast,,untreated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513171,RNA-Seq,35,1161567057,PRJNA756018,SAMN20849908,460656770,GEO,public,"fastq,sra,run.zq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",SRX11811965,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T16:56:00Z,1,GSM5527696,SRP333128,IL11 treated normal human fibroblast,GSM5527696,,,,Fibroblast,,IL11 stimulated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513172,RNA-Seq,35,1075740067,PRJNA756018,SAMN20849909,431203369,GEO,public,"sra,run.zq,fastq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",SRX11811966,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T16:57:00Z,1,GSM5527697,SRP333128,untreated normal human fibroblast,GSM5527697,,,,Fibroblast,,untreated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513173,RNA-Seq,35,1070359862,PRJNA756018,SAMN20849910,438912299,GEO,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SRX11811967,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T16:55:00Z,1,GSM5527698,SRP333128,IL11 treated normal human fibroblast,GSM5527698,,,,Fibroblast,,IL11 stimulated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513174,RNA-Seq,30,1833142581,PRJNA756018,SAMN20849911,891562870,GEO,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",SRX11811968,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T23:11:00Z,1,GSM5527699,SRP333128,untreated normal human fibroblast,GSM5527699,,,,Fibroblast,,untreated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15513175,RNA-Seq,29,932687749,PRJNA756018,SAMN20849912,415019988,GEO,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",SRX11811969,NextSeq 500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-07-19T00:00:00Z,2021-08-18T16:55:00Z,1,GSM5527700,SRP333128,IL11 treated normal human fibroblast,GSM5527700,,,,Fibroblast,,IL11 stimulated,,,,,,,,,,,,,,,,,,,,,,,ribosome-protected mRNA fragments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
